id,collection_location,collection_date
seq_135096,domestic,2020-05-23
seq_90021,domestic,2020-04-05
seq_136415,domestic,2020-05-22
seq_35693,domestic,2020-05-05
seq_97770,intl_source,2020-03-18
seq_114680,domestic,2020-06-06
seq_95003,intl_source,2020-03-28
seq_93111,intl_source,2020-04-01
seq_154620,domestic,2020-05-14
seq_60042,domestic,2020-04-25
seq_64202,intl_source,2020-04-24
seq_156819,intl_source,2020-05-13
seq_31036,domestic,2020-05-06
seq_4000,intl_source,2020-05-03
seq_27916,Imports,2020-05-08
seq_140429,domestic,2020-05-20
seq_47714,domestic,2020-04-30
seq_138223,domestic,2020-05-21
seq_108171,domestic,2020-06-14
seq_30313,intl_source,2020-05-07
seq_100903,intl_source,2020-07-08
seq_70801,domestic,2020-04-20
seq_66263,domestic,2020-04-23
seq_44298,domestic,2020-05-02
seq_55840,domestic,2020-04-27
seq_111284,intl_source,2020-06-10
seq_69934,domestic,2020-04-21
seq_31780,intl_source,2020-05-06
seq_20643,domestic,2020-05-10
seq_67865,intl_source,2020-04-22
seq_72389,domestic,2020-04-20
seq_151009,domestic,2020-05-16
seq_15756,Imports,2020-05-13
seq_34044,intl_source,2020-05-05
seq_17638,domestic,2020-05-11
seq_9049,intl_source,2020-04-05
seq_80961,Imports,2020-04-14
seq_90512,intl_source,2020-04-05
seq_81233,intl_source,2020-04-14
seq_1562,domestic,2020-05-14
seq_100052,domestic,2020-07-17
seq_137687,intl_source,2020-05-21
seq_148378,domestic,2020-05-17
seq_19947,domestic,2020-05-10
seq_34410,intl_source,2020-05-05
seq_55424,domestic,2020-04-27
seq_30968,domestic,2020-05-06
seq_51260,intl_source,2020-04-29
seq_6591,intl_source,2020-04-23
seq_6958,intl_source,2020-04-21
seq_149285,domestic,2020-05-16
seq_147772,domestic,2020-05-17
seq_38011,domestic,2020-05-04
seq_44471,domestic,2020-05-02
seq_108502,intl_source,2020-06-14
seq_110114,domestic,2020-06-11
seq_37197,domestic,2020-05-04
seq_100773,domestic,2020-07-09
seq_112869,domestic,2020-06-08
seq_151867,intl_source,2020-05-15
seq_10785,intl_source,2020-06-15
seq_155606,domestic,2020-05-14
seq_75779,intl_source,2020-04-18
seq_151734,intl_source,2020-05-15
seq_13427,domestic,2020-05-23
seq_67125,intl_source,2020-04-22
seq_66746,domestic,2020-04-22
seq_17108,domestic,2020-05-11
seq_93304,Imports,2020-03-31
seq_54787,intl_source,2020-04-28
seq_30260,domestic,2020-05-07
seq_17598,domestic,2020-05-11
seq_5971,intl_source,2020-04-26
seq_114786,domestic,2020-06-06
seq_135536,intl_source,2020-05-22
seq_30901,Imports,2020-05-07
seq_78730,domestic,2020-04-16
seq_17228,domestic,2020-05-11
seq_80417,intl_source,2020-04-14
seq_125609,domestic,2020-05-28
seq_26677,intl_source,2020-05-08
seq_119645,domestic,2020-06-01
seq_123305,intl_source,2020-05-30
seq_145845,domestic,2020-05-18
seq_112313,intl_source,2020-06-08
seq_71845,intl_source,2020-04-20
seq_152147,domestic,2020-05-15
seq_158514,intl_source,2020-05-13
seq_142989,intl_source,2020-05-19
seq_26839,intl_source,2020-05-08
seq_82518,domestic,2020-04-13
seq_140168,intl_source,2020-05-20
seq_101239,intl_source,2020-07-06
seq_85830,domestic,2020-04-10
seq_87588,intl_source,2020-04-08
seq_86405,domestic,2020-04-09
seq_26056,intl_source,2020-05-08
seq_122590,domestic,2020-05-30
seq_51893,intl_source,2020-04-29
seq_104911,intl_source,2020-06-21
seq_134382,domestic,2020-05-23
seq_150003,domestic,2020-05-16
seq_11280,intl_source,2020-06-08
seq_103029,intl_source,2020-06-27
seq_89481,intl_source,2020-04-06
seq_94100,domestic,2020-03-30
seq_51905,domestic,2020-04-29
seq_33442,intl_source,2020-05-06
seq_56814,intl_source,2020-04-27
seq_48377,domestic,2020-04-30
seq_76855,intl_source,2020-04-17
seq_105220,domestic,2020-06-20
seq_47609,intl_source,2020-04-30
seq_91252,intl_source,2020-04-04
seq_53926,intl_source,2020-04-28
seq_152295,intl_source,2020-05-15
seq_122259,intl_source,2020-05-30
seq_42324,domestic,2020-05-02
seq_67346,domestic,2020-04-22
seq_41780,intl_source,2020-05-03
seq_134888,intl_source,2020-05-23
seq_114761,intl_source,2020-06-06
seq_63671,intl_source,2020-04-24
seq_118393,domestic,2020-06-02
seq_114769,domestic,2020-06-06
seq_110681,domestic,2020-06-11
seq_148487,intl_source,2020-05-17
seq_157336,intl_source,2020-05-13
seq_19792,domestic,2020-05-11
seq_134024,domestic,2020-05-23
seq_59005,intl_source,2020-04-26
seq_121273,domestic,2020-05-31
seq_78429,domestic,2020-04-16
seq_132916,domestic,2020-05-24
seq_22062,domestic,2020-05-10
seq_89298,domestic,2020-04-06
seq_531,intl_source,2020-07-26
seq_144602,domestic,2020-05-18
seq_81538,intl_source,2020-04-14
seq_37161,domestic,2020-05-04
seq_101430,intl_source,2020-07-04
seq_107205,domestic,2020-06-16
seq_116006,domestic,2020-06-05
seq_47439,intl_source,2020-04-30
seq_60216,intl_source,2020-04-25
seq_98935,intl_source,2020-03-09
seq_88327,domestic,2020-04-07
seq_96115,intl_source,2020-03-25
seq_4132,intl_source,2020-05-03
seq_100265,intl_source,2020-07-14
seq_38552,domestic,2020-05-04
seq_59300,intl_source,2020-04-26
seq_104137,domestic,2020-06-23
seq_36382,domestic,2020-05-05
seq_43619,domestic,2020-05-02
seq_53483,intl_source,2020-04-28
seq_1042,domestic,2020-06-23
seq_66604,intl_source,2020-04-22
seq_143470,intl_source,2020-05-19
seq_99624,intl_source,2020-02-26
seq_153118,intl_source,2020-05-15
seq_35731,intl_source,2020-05-05
seq_159628,intl_source,2020-05-12
seq_108184,domestic,2020-06-14
seq_155907,domestic,2020-05-14
seq_13436,intl_source,2020-05-23
seq_21080,intl_source,2020-05-10
seq_66631,domestic,2020-04-22
seq_140930,domestic,2020-05-20
seq_151477,intl_source,2020-05-15
seq_47168,domestic,2020-05-01
seq_127984,intl_source,2020-05-27
seq_119647,domestic,2020-06-01
seq_148731,intl_source,2020-05-16
seq_101458,domestic,2020-07-04
seq_20212,intl_source,2020-05-10
seq_154076,domestic,2020-05-14
seq_76397,domestic,2020-04-17
seq_44800,domestic,2020-05-01
seq_31613,domestic,2020-05-06
seq_160350,intl_source,2020-05-12
seq_55078,intl_source,2020-04-27
seq_47964,domestic,2020-04-30
seq_77762,domestic,2020-04-16
seq_64873,intl_source,2020-04-23
seq_38545,intl_source,2020-05-04
seq_144008,domestic,2020-05-18
seq_139638,domestic,2020-05-20
seq_128566,domestic,2020-05-26
seq_136991,domestic,2020-05-22
seq_142438,intl_source,2020-05-19
seq_125668,domestic,2020-05-28
seq_114763,domestic,2020-06-06
seq_158534,domestic,2020-05-13
seq_73678,intl_source,2020-04-19
seq_53281,domestic,2020-04-28
seq_132896,intl_source,2020-05-24
seq_59025,domestic,2020-04-26
seq_100510,domestic,2020-07-12
seq_25714,intl_source,2020-05-08
seq_105184,intl_source,2020-06-21
seq_33601,domestic,2020-05-06
seq_94973,intl_source,2020-03-28
seq_33081,intl_source,2020-05-06
seq_85960,domestic,2020-04-10
seq_158243,domestic,2020-05-13
seq_104269,intl_source,2020-06-23
seq_75146,Imports,2020-04-18
seq_105717,intl_source,2020-06-19
seq_74563,intl_source,2020-04-18
seq_76710,domestic,2020-04-17
seq_30958,intl_source,2020-05-06
seq_70551,domestic,2020-04-21
seq_82913,domestic,2020-04-13
seq_160223,domestic,2020-05-12
seq_34853,domestic,2020-05-05
seq_82448,intl_source,2020-04-13
seq_69054,intl_source,2020-04-21
seq_61886,intl_source,2020-04-25
seq_17630,domestic,2020-05-11
seq_44459,intl_source,2020-05-02
seq_36794,intl_source,2020-05-04
seq_57069,intl_source,2020-04-27
seq_104172,domestic,2020-06-23
seq_83826,intl_source,2020-04-12
seq_140089,domestic,2020-05-20
seq_63612,domestic,2020-04-24
seq_73235,domestic,2020-04-19
seq_53117,domestic,2020-04-28
seq_39399,domestic,2020-05-03
seq_58645,intl_source,2020-04-26
seq_84775,domestic,2020-04-11
seq_88308,domestic,2020-04-07
seq_18309,domestic,2020-05-11
seq_130425,intl_source,2020-05-25
seq_146321,intl_source,2020-05-17
seq_16822,domestic,2020-05-12
seq_36077,domestic,2020-05-05
seq_18070,domestic,2020-05-11
seq_110875,intl_source,2020-06-10
seq_53144,domestic,2020-04-28
seq_135222,domestic,2020-05-23
seq_152869,domestic,2020-05-15
seq_2896,intl_source,2020-05-07
seq_74307,intl_source,2020-04-18
seq_27492,domestic,2020-05-08
seq_103937,domestic,2020-06-24
seq_129594,domestic,2020-05-26
seq_146587,intl_source,2020-05-17
seq_157741,intl_source,2020-05-13
seq_68283,intl_source,2020-04-22
seq_153342,intl_source,2020-05-15
seq_123825,intl_source,2020-05-29
seq_16483,intl_source,2020-05-12
seq_63448,intl_source,2020-04-24
seq_81449,intl_source,2020-04-14
seq_51342,domestic,2020-04-29
seq_91584,domestic,2020-04-03
seq_114946,intl_source,2020-06-06
seq_67493,intl_source,2020-04-22
seq_41816,domestic,2020-05-03
seq_97984,domestic,2020-03-17
seq_135950,domestic,2020-05-22
seq_71134,intl_source,2020-04-20
seq_5903,domestic,2020-04-26
seq_26161,intl_source,2020-05-08
seq_14250,intl_source,2020-05-19
seq_17611,domestic,2020-05-11
seq_50865,intl_source,2020-04-29
seq_22439,intl_source,2020-05-10
seq_68526,domestic,2020-04-22
seq_102260,intl_source,2020-06-30
seq_80592,intl_source,2020-04-14
seq_157633,domestic,2020-05-13
seq_33004,intl_source,2020-05-06
seq_18303,intl_source,2020-05-11
seq_122248,domestic,2020-05-30
seq_49722,intl_source,2020-04-30
seq_60031,domestic,2020-04-25
seq_54958,intl_source,2020-04-28
seq_12752,domestic,2020-05-27
seq_42425,domestic,2020-05-02
seq_84073,intl_source,2020-04-12
seq_125378,intl_source,2020-05-28
seq_132362,domestic,2020-05-24
seq_800,intl_source,2020-07-21
seq_20944,domestic,2020-05-10
seq_21515,domestic,2020-05-10
seq_49987,intl_source,2020-04-29
seq_43665,domestic,2020-05-02
seq_56261,intl_source,2020-04-27
seq_72622,intl_source,2020-04-19
seq_19512,intl_source,2020-05-11
seq_5262,intl_source,2020-04-28
seq_89832,domestic,2020-04-06
seq_82798,domestic,2020-04-13
seq_75120,domestic,2020-04-18
seq_91220,intl_source,2020-04-04
seq_139683,intl_source,2020-05-20
seq_85632,domestic,2020-04-10
seq_108649,domestic,2020-06-13
seq_31814,domestic,2020-05-06
seq_101262,intl_source,2020-07-06
seq_98095,intl_source,2020-03-16
seq_79919,intl_source,2020-04-15
seq_11861,intl_source,2020-06-02
seq_66248,intl_source,2020-04-23
seq_5270,domestic,2020-04-28
seq_64894,domestic,2020-04-23
seq_16685,domestic,2020-05-12
seq_2719,domestic,2020-05-08
seq_87495,intl_source,2020-04-08
seq_44177,domestic,2020-05-02
seq_76653,domestic,2020-04-17
seq_41553,domestic,2020-05-03
seq_78639,intl_source,2020-04-16
seq_118807,domestic,2020-06-02
seq_45377,Imports,2020-05-01
seq_81713,intl_source,2020-04-13
seq_154110,Imports,2020-05-14
seq_6988,intl_source,2020-04-21
seq_128032,intl_source,2020-05-27
seq_99901,intl_source,2020-02-13
seq_157873,intl_source,2020-05-13
seq_23083,Imports,2020-05-09
seq_30562,intl_source,2020-05-07
seq_137221,domestic,2020-05-22
seq_37569,intl_source,2020-05-04
seq_72505,domestic,2020-04-19
seq_66767,domestic,2020-04-22
seq_25166,domestic,2020-05-09
seq_14476,domestic,2020-05-18
seq_12143,domestic,2020-05-31
seq_125654,domestic,2020-05-28
seq_32134,domestic,2020-05-06
seq_39651,domestic,2020-05-03
seq_128102,intl_source,2020-05-26
seq_64575,intl_source,2020-04-23
seq_118057,intl_source,2020-06-03
seq_72254,intl_source,2020-04-20
seq_23250,domestic,2020-05-09
seq_42497,intl_source,2020-05-02
seq_11344,domestic,2020-06-07
seq_81741,domestic,2020-04-13
seq_61788,intl_source,2020-04-25
seq_155812,domestic,2020-05-14
seq_126415,intl_source,2020-05-28
seq_122089,domestic,2020-05-30
seq_69104,domestic,2020-04-21
seq_4546,domestic,2020-05-01
seq_62090,domestic,2020-04-25
seq_101669,domestic,2020-07-03
seq_36777,domestic,2020-05-04
seq_32866,intl_source,2020-05-06
seq_56398,domestic,2020-04-27
seq_160664,domestic,2020-05-12
seq_89760,domestic,2020-04-06
seq_72205,domestic,2020-04-20
seq_154320,intl_source,2020-05-14
seq_96944,domestic,2020-03-22
seq_22313,intl_source,2020-05-10
seq_144567,domestic,2020-05-18
seq_150592,intl_source,2020-05-16
seq_129512,domestic,2020-05-26
seq_121800,domestic,2020-05-31
seq_10893,domestic,2020-06-13
seq_71809,domestic,2020-04-20
seq_49500,intl_source,2020-04-30
seq_30407,intl_source,2020-05-07
seq_88653,intl_source,2020-04-07
seq_7728,intl_source,2020-04-17
seq_25912,domestic,2020-05-08
seq_62805,intl_source,2020-04-24
seq_77813,intl_source,2020-04-16
seq_69057,domestic,2020-04-21
seq_56074,Imports,2020-04-27
seq_80393,domestic,2020-04-14
seq_56030,domestic,2020-04-27
seq_21580,domestic,2020-05-10
seq_80055,intl_source,2020-04-15
seq_140802,domestic,2020-05-20
seq_119536,domestic,2020-06-01
seq_5129,domestic,2020-04-29
seq_92280,intl_source,2020-04-02
seq_21920,domestic,2020-05-10
seq_90127,intl_source,2020-04-05
seq_119651,domestic,2020-06-01
seq_69093,intl_source,2020-04-21
seq_30475,domestic,2020-05-07
seq_54339,intl_source,2020-04-28
seq_126805,domestic,2020-05-27
seq_51701,domestic,2020-04-29
seq_129674,domestic,2020-05-26
seq_42978,domestic,2020-05-02
seq_143568,intl_source,2020-05-19
seq_137946,intl_source,2020-05-21
seq_143179,domestic,2020-05-19
seq_43760,domestic,2020-05-02
seq_49533,domestic,2020-04-30
seq_80450,domestic,2020-04-14
seq_66852,intl_source,2020-04-22
seq_77207,domestic,2020-04-17
seq_148840,intl_source,2020-05-16
seq_29769,domestic,2020-05-07
seq_105349,intl_source,2020-06-20
seq_18338,intl_source,2020-05-11
seq_74678,intl_source,2020-04-18
seq_118436,domestic,2020-06-02
seq_24062,intl_source,2020-05-09
seq_150707,domestic,2020-05-16
seq_96263,intl_source,2020-03-24
seq_115226,domestic,2020-06-05
seq_17275,intl_source,2020-05-11
seq_4569,domestic,2020-05-01
seq_16759,domestic,2020-05-12
seq_12879,intl_source,2020-05-26
seq_22038,domestic,2020-05-10
seq_119534,intl_source,2020-06-01
seq_26111,domestic,2020-05-08
seq_121080,domestic,2020-05-31
seq_45204,intl_source,2020-05-01
seq_159956,intl_source,2020-05-12
seq_29295,intl_source,2020-05-07
seq_147354,domestic,2020-05-17
seq_15725,Imports,2020-05-13
seq_53953,intl_source,2020-04-28
seq_92808,intl_source,2020-04-01
seq_33107,domestic,2020-05-06
seq_57952,domestic,2020-04-26
seq_75586,intl_source,2020-04-18
seq_34263,intl_source,2020-05-05
seq_145495,intl_source,2020-05-18
seq_38436,domestic,2020-05-04
seq_44831,domestic,2020-05-01
seq_82906,intl_source,2020-04-13
seq_26669,intl_source,2020-05-08
seq_69838,intl_source,2020-04-21
seq_110307,intl_source,2020-06-11
seq_102898,intl_source,2020-06-28
seq_40968,domestic,2020-05-03
seq_25264,domestic,2020-05-09
seq_4350,intl_source,2020-05-02
seq_49902,intl_source,2020-04-30
seq_1970,domestic,2020-05-11
seq_103442,domestic,2020-06-26
seq_78016,intl_source,2020-04-16
seq_43252,intl_source,2020-05-02
seq_46599,domestic,2020-05-01
seq_98381,domestic,2020-03-14
seq_88066,intl_source,2020-04-08
seq_116317,intl_source,2020-06-04
seq_151237,intl_source,2020-05-15
seq_124730,intl_source,2020-05-29
seq_151098,intl_source,2020-05-15
seq_44869,intl_source,2020-05-01
seq_148022,domestic,2020-05-17
seq_29308,intl_source,2020-05-07
seq_69154,intl_source,2020-04-21
seq_55571,intl_source,2020-04-27
seq_114065,intl_source,2020-06-06
seq_86423,intl_source,2020-04-09
seq_73711,domestic,2020-04-19
seq_44183,domestic,2020-05-02
seq_129330,intl_source,2020-05-26
seq_127104,domestic,2020-05-27
seq_122414,domestic,2020-05-30
seq_16321,domestic,2020-05-12
seq_138171,intl_source,2020-05-21
seq_62551,domestic,2020-04-24
seq_46514,domestic,2020-05-01
seq_1525,domestic,2020-05-15
seq_24589,domestic,2020-05-09
seq_49515,Imports,2020-04-30
seq_94647,intl_source,2020-03-29
seq_88700,intl_source,2020-04-07
seq_121104,domestic,2020-05-31
seq_109265,domestic,2020-06-12
seq_37040,intl_source,2020-05-04
seq_22677,intl_source,2020-05-09
seq_6481,intl_source,2020-04-23
seq_66294,Imports,2020-04-23
seq_147370,domestic,2020-05-17
seq_139179,intl_source,2020-05-21
seq_8622,domestic,2020-04-10
seq_120048,intl_source,2020-06-01
seq_88925,intl_source,2020-04-07
seq_6855,domestic,2020-04-22
seq_76332,domestic,2020-04-17
seq_150825,intl_source,2020-05-16
seq_38147,intl_source,2020-05-04
seq_35190,domestic,2020-05-05
seq_86744,domestic,2020-04-09
seq_132700,intl_source,2020-05-24
seq_85940,intl_source,2020-04-10
seq_82247,intl_source,2020-04-13
seq_61089,intl_source,2020-04-25
seq_34520,intl_source,2020-05-05
seq_17584,domestic,2020-05-11
seq_5366,domestic,2020-04-28
seq_68277,intl_source,2020-04-22
seq_86931,intl_source,2020-04-09
seq_17306,domestic,2020-05-11
seq_151011,intl_source,2020-05-16
seq_33052,domestic,2020-05-06
seq_15125,intl_source,2020-05-15
seq_51044,intl_source,2020-04-29
seq_83781,domestic,2020-04-12
seq_50948,intl_source,2020-04-29
seq_119767,domestic,2020-06-01
seq_75802,domestic,2020-04-18
seq_8646,domestic,2020-04-09
seq_97572,intl_source,2020-03-19
seq_99320,intl_source,2020-03-04
seq_67262,domestic,2020-04-22
seq_37411,domestic,2020-05-04
seq_122258,domestic,2020-05-30
seq_152723,domestic,2020-05-15
seq_85570,intl_source,2020-04-10
seq_62335,intl_source,2020-04-24
seq_82580,intl_source,2020-04-13
seq_58271,intl_source,2020-04-26
seq_128921,domestic,2020-05-26
seq_111761,intl_source,2020-06-09
seq_49319,domestic,2020-04-30
seq_118603,intl_source,2020-06-02
seq_55969,domestic,2020-04-27
seq_35465,domestic,2020-05-05
seq_117017,domestic,2020-06-04
seq_62856,domestic,2020-04-24
seq_150723,domestic,2020-05-16
seq_138555,intl_source,2020-05-21
seq_107339,intl_source,2020-06-16
seq_11842,intl_source,2020-06-02
seq_127409,intl_source,2020-05-27
seq_128147,intl_source,2020-05-26
seq_48589,domestic,2020-04-30
seq_39182,domestic,2020-05-04
seq_9156,domestic,2020-04-03
seq_35246,intl_source,2020-05-05
seq_83498,intl_source,2020-04-12
seq_72321,intl_source,2020-04-20
seq_22967,domestic,2020-05-09
seq_127049,domestic,2020-05-27
seq_41111,intl_source,2020-05-03
seq_32826,intl_source,2020-05-06
seq_111708,domestic,2020-06-09
seq_82689,domestic,2020-04-13
seq_6919,domestic,2020-04-21
seq_60040,Imports,2020-04-25
seq_58397,intl_source,2020-04-26
seq_52708,intl_source,2020-04-28
seq_122698,domestic,2020-05-30
seq_118669,domestic,2020-06-02
seq_108461,domestic,2020-06-14
seq_40602,intl_source,2020-05-03
seq_70676,intl_source,2020-04-20
seq_141956,domestic,2020-05-19
seq_140934,domestic,2020-05-20
seq_115841,intl_source,2020-06-05
seq_81687,intl_source,2020-04-14
seq_82112,domestic,2020-04-13
seq_6601,domestic,2020-04-23
seq_13776,domestic,2020-05-21
seq_83900,intl_source,2020-04-12
seq_69533,intl_source,2020-04-21
seq_70274,intl_source,2020-04-21
seq_28871,intl_source,2020-05-07
seq_140078,domestic,2020-05-20
seq_112889,domestic,2020-06-08
seq_82067,domestic,2020-04-13
seq_121583,intl_source,2020-05-31
seq_115088,intl_source,2020-06-05
seq_5601,domestic,2020-04-27
seq_5818,intl_source,2020-04-26
seq_15570,intl_source,2020-05-14
seq_9957,intl_source,2020-02-27
seq_123593,domestic,2020-05-29
seq_23528,domestic,2020-05-09
seq_154542,domestic,2020-05-14
seq_117229,domestic,2020-06-03
seq_6922,domestic,2020-04-21
seq_33630,intl_source,2020-05-06
seq_13995,intl_source,2020-05-20
seq_149479,intl_source,2020-05-16
seq_3813,intl_source,2020-05-04
seq_83256,domestic,2020-04-12
seq_149485,domestic,2020-05-16
seq_45602,intl_source,2020-05-01
seq_22266,domestic,2020-05-10
seq_69625,Imports,2020-04-21
seq_95529,domestic,2020-03-26
seq_129540,domestic,2020-05-26
seq_22751,domestic,2020-05-09
seq_34501,intl_source,2020-05-05
seq_31395,domestic,2020-05-06
seq_5130,domestic,2020-04-29
seq_136163,domestic,2020-05-22
seq_38394,domestic,2020-05-04
seq_123864,domestic,2020-05-29
seq_148772,domestic,2020-05-16
seq_44551,intl_source,2020-05-02
seq_111514,intl_source,2020-06-09
seq_69004,intl_source,2020-04-21
seq_49597,domestic,2020-04-30
seq_37656,intl_source,2020-05-04
seq_17759,intl_source,2020-05-11
seq_52150,intl_source,2020-04-29
seq_121858,intl_source,2020-05-31
seq_95620,intl_source,2020-03-26
seq_92605,domestic,2020-04-01
seq_85594,domestic,2020-04-10
seq_77854,domestic,2020-04-16
seq_147731,domestic,2020-05-17
seq_58745,intl_source,2020-04-26
seq_1581,Imports,2020-05-13
seq_91128,domestic,2020-04-04
seq_34376,domestic,2020-05-05
seq_74441,domestic,2020-04-18
seq_101642,domestic,2020-07-03
seq_45063,intl_source,2020-05-01
seq_5700,domestic,2020-04-27
seq_95733,intl_source,2020-03-26
